"Project ID","ARB ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","ARB Project Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR574","NA","","Blue Source, LLC","Blue Source, LLC","Bluesource - Berkeley County Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Berkeley County","SOUTH CAROLINA","US","","","","136907","03/11/2010","12/14/2010","View","View","",
"CAR439","NA","","Blue Source, LLC","Blue Source, LLC","Bluesource - Camelot Landfill","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Lewisville","TEXAS","US","","","","471439","03/30/2009","12/14/2009","View","View","",
"CAR1247","NA","","Blue Source, LLC","Carroll MT Properties, LLC","Bluesource - Carroll Avoided Grassland Conversion Project","","","Ruby Canyon Environmental, Inc.","Avoided Grassland Conversion","Registered","Not ARB Eligible","Valley County, MT","MONTANA","US","","","","48447","12/20/2016","01/18/2019","View","View","",
"CAR551","NA","","Blue Source, LLC","Blue Source, LLC","Bluesource - Indian Creek Landfill Gas Project","","","Ruby Canyon Environmental, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Tazewell County, Hopedale","ILLINOIS","US","","","Project has exceeded its NMOC threshold. It was required to have a GCCS installed by 10/29/2012","150060","12/03/2009","07/27/2011","View","View","",
"CAR469","NA","","Blue Source, LLC","Blue Source, LLC","Bluesource - MP Greenwood Landfill Gas to Energy Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Greenwood County; Greenwood; 1 Mi. N of Greenville","SOUTH CAROLINA","US","","","","78888","07/16/2009","12/08/2011","View","View","www.methanepower.net",
"CAR482","NA","","Blue Source, LLC","Blue Source, LLC","Bluesource - MP Wilson Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Wilson County","NORTH CAROLINA","US","","","","32982","08/27/2009","01/13/2012","View","View","www.methanepower.net",
"CAR830","NA","","Blue Source, LLC","Blue Source, LLC","Bluesource - Sarpy County Landfill Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Sarpy County, Nebraska","NEBRASKA","US","","","","32342","06/16/2011","08/28/2012","View","View","",
"CAR878","NA","","City of Lincoln, NE","City of Lincoln, NE","Bluff Road Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Lincoln","NEBRASKA","US","","","","332253","08/04/2011","01/27/2014","View","View","",
"CAR1284","NA","CARC1394","Climate Trust Capital Fund I LP","The Nature Conservancy","BNW Ranch","","","SCS Global Services","Avoided Grassland Conversion","Registered","Not ARB Eligible","Wallowa County","OREGON","US","","","","5952","11/20/2017","12/17/2019","View","View","",
"CAR1260","NA","CARC1394","Climate Trust Capital Fund I LP","The Nature Conservancy","BNW West","","","SCS Global Services","Avoided Grassland Conversion","Registered","Not ARB Eligible","Wallowa County","OREGON","US","","","","2696","05/10/2017","12/17/2019","View","View","",
"CAR440","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Bos Dairy","Environmental Credit Corp.","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Fair Oaks, IN","INDIANA","US","","","","4077","08/28/2009","05/10/2013","View","View","N/A",
"CAR1112","CAFR5112","","Sierra Pacific Industries","Sierra Pacific Industries","Bowman Lake","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","Nevada and Sierra Counties West of Bowman Lake","CALIFORNIA","US","","","","","02/13/2015","","View","View","",
"CAR474","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Bridgewater Dairy LLC","Camco International Group, Inc.","N/A","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Montpelier (Williams County)","OHIO","US","","","","56098","07/30/2009","07/19/2010","View","View","",
"CAR1122","CALS5122","","Camco Offsets I, LLC","Camco Offsets I, LLC","Bridgewater Dairy, LLC","Bridgewater Dairy, LLC","Camco Offsets I, LLC","Dillon Consulting","Livestock - ARB Compliance","Registered","Active ARB Project","Montpelier","OHIO","US","","","","61005","02/03/2015","11/02/2015","View","View","",
"CAR419","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Brook View Dairy","TerraPass, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Freeport","MICHIGAN","US","","","","45741","04/17/2009","11/17/2009","View","View","",
"CAR1036","CALS5041","","3Degrees Group, Inc","3Degrees Group, Inc","Brook View Dairy Methane Reduction Project","Brook View Dairy, LLC","3Degrees Group, Inc","SES, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Freeport","MICHIGAN","US","","","Reported under CAR419 prior to transition to the ARB Compliance Offset Protocol","113353","01/15/2014","08/25/2014","View","View","",
"CAR1095","CAFR5096","","Coastal Forestlands, LTD., a California Limited Partnership","Coastal Forestlands, LTD., a California Limited Partnership","Brushy Mountain","Coastal Forestlands, LTD., a California Limited Partnership","James D. Clark","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","1991514","10/01/2014","09/22/2015","View","View","",
"CAR1066","CAFR5058","","Sierra Pacific Industries","Sierra Pacific Industries","Buck Mountain ARB002","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Siskiyou County","CALIFORNIA","US","","","","396583","04/25/2014","02/05/2016","View","View","",
"CAR1013","CAFR5055","","The Conservation Fund","The Conservation Fund","Buckeye Forest Project","Sustainable Conservation Inc.","The Conservation Fund","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Sonoma County","CALIFORNIA","US","","","","997128","10/09/2013","06/08/2015","View","View","",
"CAR1113","CAFR5113","","Sierra Pacific Industries","Sierra Pacific Industries","Bull Creek","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Listed","Proposed Project","In Butte and Tehama Counties nort east of Chico","CALIFORNIA","US","","","","","08/04/2015","","View","View","",
"CAR1379","CAFR6379","","Sierra Pacific Industries","Sierra Pacific Industries","Bull Creek 2019","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","","Butte and Tehama Counties","CALIFORNIA","US","","","combined CAR1378, CAR1379, CAR1380 into CAR1381","","05/12/2021","","View","View","",
"CAR531","NA","","Buncombe County","Buncombe County","Buncombe County Landfill","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Buncombe County","NORTH CAROLINA","US","","","","177162","01/14/2010","04/24/2012","View","View","www.buncombecounty.org",
"CAR423","NA","","Timberline Energy, LLC","Timberline Energy, LLC","Butler County Landfill Pipeline Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","David City","NEBRASKA","US","","","","165136","01/07/2009","08/06/2009","View","View","timberlineenergy.com",
"CAR933","NA","","ABEC Bidart-Old River LLC","ABEC Bidart-Old River LLC","CalBio ORRD","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Kern County","CALIFORNIA","US","","","","24756","03/13/2012","02/28/2015","View","View","",
"CAR1136","CALS5183","","ABEC Bidart-Old River LLC","ABEC Bidart-Old River LLC","CalBio ORRD Project","ABEC Bidart-Old River LLC","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Kern County","CALIFORNIA","US","","","","220747","02/27/2015","06/25/2018","View","View","",
"CAR1491","CAFR6491","","Sierra Pacific Industries","Sierra Pacific Industries","Camp Refo","Sierra Pacific Industries","None","","Reforestation - ARB Compliance","Listed","Proposed Project","Butte County","CALIFORNIA","US","","","","","06/17/2021","","View","View","",
"CAR515","NA","","BFI Waste Systems of Oklahoma, LLC","BFI Waste Systems of Oklahoma, LLC","Canadian Valley Landfill","","","NSF Certification LLC","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Shawnee","OKLAHOMA","US","","","","71633","11/12/2009","03/23/2011","View","View","",
"CAR1455","NA","","SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.","COMUNIDAD INDIGENA  DE NUEVO SAN JUAN PARANGARICUTIRO","Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.","","","Ruby Canyon Environmental, Inc.","Forestry - MX","Listed","Not ARB Eligible","NUEVO PARANGARICUTIRO","MICHOACÁN","MX","","","","","11/25/2020","","View","View","https://www.facebook.com/CINSJP/",
"CAR1262","NA","","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE SAN JUAN LACHAO PUEBLO NUEVO","Captura de Carbono en San Juan Lachao, Oaxaca","","","","Forestry - MX","Registered","Not ARB Eligible","San Juan Lachao Pueblo Nuevo","OAXACA","MX","","","","49980","04/24/2018","10/17/2017","View","View","",
"CAR1282","NA","","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","Ejido San Rafael Ixtapalucan","Captura de carbono en San Rafael Ixtapalucan","","","SCS Global Services","Forestry - MX","Registered","Not ARB Eligible","San Rafael Ixtapalucan","PUEBLA","MX","","No Poverty;Zero Hunger;Clean Water and Sanitation;Decent Work and Economic Growth;Reduced Inequalities;Sustainable Cities and Communities;Climate Action;Life on Land","","12574","10/20/2017","07/28/2020","View","View","www.icico.mx",
"CAR1325","NA","","Consejo Civil Mexicano para la Silvicultura Sostenible AC","EJIDO SN LUCAS AMANALCO MPO DE AMANALCO DE BECERRA MEX","Captura de Carbono Forestal Ejido San Lucas","","","","Forestry - MX","Registered","Not ARB Eligible","Amanalco de Becerra","STATE OF MÉXICO","MX","","No Poverty;Good Health and Well-Being;Clean Water and Sanitation;Affordable and Clean Energy;Decent Work and Economic Growth;Reduced Inequalities;Responsible Consumption and Production;Climate Action;Life on Land","","3633","03/21/2019","01/25/2021","View","View","",
"CAR1424","NA","","Secretaría del Medio Ambiente / Fondo Ambiental para el Cambio Climático","Secretaría del Medio Ambiente / Fondo Ambiental para el Cambio Climático","Captura de Carbono Forestal en Bosques Urbanos y Periurbanos de la Ciudad de México","","","Asociacion de Normalizacion y Certificacion, A.C.","Forestry - MX","Listed","Not ARB Eligible","Ciudad de México, Miguel Hidalgo","DISTRITO FEDERAL","MX","","","","","07/09/2020","","View","View","https://www.sedema.cdmx.gob.mx/",
"CAR1453","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Ejido Rincón de Guadalupe","Captura de carbono forestal en el  Ejido Rincón de Guadalupe","","","","Forestry - MX","Registered","Not ARB Eligible","Amanalco","STATE OF MÉXICO","MX","","","","3225","07/24/2020","05/12/2021","View","View","",
"CAR1446","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Ejido Corral de Piedra","Captura de carbono forestal en el Ejido Corral de Piedra","","","Asociacion de Normalizacion y Certificacion, A.C.","Forestry - MX","Listed","Not ARB Eligible","CON. S/N, CORRAL DE PIEDRA, AMANALCO. CP. 51260","STATE OF MÉXICO","MX","","","","","07/24/2020","","View","View","",
"CAR1448","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Ejido El Capulin","Captura de carbono forestal en el Ejido El Capulín","","","","Forestry - MX","Registered","Not ARB Eligible","Calle 16 Septiembre, No. 100, El Capulín, Amanalco, C.P. 51260","STATE OF MÉXICO","MX","","","","8206","07/24/2020","05/28/2021","View","View","",
"CAR1454","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Ejido El Potrero","Captura de carbono forestal en el Ejido El Potrero","","","","Forestry - MX","Registered","Not ARB Eligible","CON. 7 KM DE TERRACERÍA CAM A TURCIO","STATE OF MÉXICO","MX","","","","5295","07/24/2020","05/27/2021","View","View","",
"CAR1450","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Ejido San Jerónimo","Captura de carbono forestal en el Ejido San Jerónimo","","","","Forestry - MX","Registered","Not ARB Eligible","DOM CON SAN JERÓNIMO","STATE OF MÉXICO","MX","","","","6637","07/24/2020","05/11/2021","View","View","",
"CAR1451","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Ejido San Juan","Captura de carbono forestal en el Ejido San Juan","","","","Forestry - MX","Registered","Not ARB Eligible","DOM. CON. SAN JUAN","STATE OF MÉXICO","MX","","","","3270","07/24/2020","06/25/2021","View","View","",
"CAR1452","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Ejido San Mateo","Captura de carbono forestal en el Ejido San Mateo","","","","Forestry - MX","Registered","Not ARB Eligible","DOM. CON. SAN MATEO","STATE OF MÉXICO","MX","","","","654","07/24/2020","07/22/2021","View","View","",
"CAR1445","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Comunidad Rincón de Guadalupe","Captura de carbono forestal en la Comunidad de Rincón de Guadalupe","","","","Forestry - MX","Registered","Not ARB Eligible","CDO SN RINCÓN DE GPE. AMANALCO","STATE OF MÉXICO","MX","","","","953","07/24/2020","05/25/2021","View","View","",
"CAR1447","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Comunidad San Miguel Tenextepec","Captura de carbono forestal en la comunidad de San Miguel Tenextepec","","","","Forestry - MX","Registered","Not ARB Eligible","CDO SN SAN MIGUEL MÉXICO 51260","STATE OF MÉXICO","MX","","","","1519","07/24/2020","05/10/2021","View","View","",
"CAR1449","NA","CARC1444","Consejo Civil Mexicano para la Silvicultura Sostenible AC","Comunidad Santa Maria y sus Barrios","Captura de carbono forestal en la comunidad de Santa María y sus Barrios","","","","Forestry - MX","Registered","Not ARB Eligible","Dom. con. Santa María de las Delicias S/N, Villa de Allende, C.P. 51000","STATE OF MÉXICO","MX","","","","7569","07/24/2020","06/03/2021","View","View","",
"CAR1333","NA","","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","EJIDO SAN BARTOLO AMANALCO","Captura de Carbono San Bartolo O2","","","","Forestry - MX","Registered","Not ARB Eligible","San Bartolo Amanalco","STATE OF MÉXICO","MX","","","","4304","03/11/2019","12/04/2019","View","View","www.icico.org.mx",
"CAR1375","NA","","Bioforestal Innovación Sustentable S.C.","Ejido La Florida","Carbono Otomí La Florida","","","","Forestry - MX","Registered","Not ARB Eligible","La Florida, Cardonal, Hidalgo, México","HIDALGO","MX","","Climate Action","","4474","08/27/2019","02/05/2021","View","View","www.ecoturismolaflorida.com.mx",
"CAR1415","NA","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE CAPULALPAM DE MENDEZ","Carbono, Agua y Biodiversidad Indígena Capulálpam","","","SCS Global Services","Forestry - MX","Listed","Not ARB Eligible","Capulálpam de Méndez, Oaxaca","OAXACA","MX","","No Poverty;Clean Water and Sanitation;Decent Work and Economic Growth;Reduced Inequalities;Climate Action;Life on Land","","","12/22/2020","","View","View","www.icico.mx",
